"author","comment","commentsCount","pageUrl","replyCount","title","type","videoID","voteCount"
"@eckomardani","SETUJU BANGET...REDOMINASI SOLUSI YG SDH LAMA SAYA TUNGGU!!... RINDU BELI NASI KUNING RP. 5 KAYAK DULU LAGI!!","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@ajipangestu7973","Bismilah saya sekeluarga ikhlas pak Purbaya 😊","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@afzzalajah","koruptor = fiat tuker ke emas, fiat ubah ke usd,euro pindahin ke bank swiss wkwkwkwk","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@AsepEndang-j4k","Si Abang kepinteran banyak sekali kata2 bodok yg di lontar sama org","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@CungFrangky","Ini yang bikin konten sodara nya amat saroni ya","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@annurakbarbahagia9192","Keren pa ben❤️","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@mohamadanwar3216","Koruptor takut karena duit cash nya ga guna???

Kok gitu sih om.

Td kn udh bilang cuma di bikin simpel ajah nol nya di ilangin, value nya ttp sama.","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@No_Names1993","Setujuu pak","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@dindadinda6075","Dan satu lagi saran bang 
Nilainya. Dari 
cent:
10,20,50 cent setara dengan Rp 100,200,500.
Satuan Rupiah:
1,2,5, setara dengan Rp 1.000, 2.000, 5.000
Puluhan Rupiah:
10,20,50 dan 100 setara dengan Rp.10.000, 20.000, 50.000, dan 100.000,- 
Di cukupkan sampai disitu nilai uangnya....mungkin begini cara yg benar untuk orang awam seperti saya dan yg lain bang mohon di buat edukasinya bang
🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 Mohon buat video edukasinya bang.....saya liat di canel lain bahasss nilai ratusan juta,miliaran JD,org awam seperti saya pusing dengerinnya","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@masompal2055","berarti Bank Indonesia harus mencetak uang baru berapa gudang ya ? kapan bisah tukar uang pecahan 100 000 jadi 100 rupiah hayo bikin sesak antrean bank😅😅😅😅","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"1"
"@janusinaga4426","Mantap","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"6"
"@sambak_ki","sudah 20rb an yg nonton, tapi baru 20 an yg ttd","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"4"
"@MazralAbdmanaf","Indon tetap miskin bro...buat lah apa pun...makin ramai warga anda mau cari makan dimalaysia bro....ringgit makin meroket bro..satu ringgit bersamaan 4000 rupiah bro...indon makin miskin bro....miris..","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"0"
"@antoyantchannel5506","kawal terus pak Purbaya.","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"34"
"@janusinaga4426","​ @sambak_ki  Selo ntar tak kerahkan bajzer buat tanda tangan","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"0"
"@MugiwaraLuffy-d3q","terima kasih atas saran saran nya bung bennix yg selalu siap memajukan negeri ini demi rakyat dan negara Indonesia yang sejahtera dan berjaya amin ya rabbal alamin 🇮🇩🎉🎉","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"14"
"@EfSaepudin","saya mah mendukung redenominasi 1000%","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"12"
"@Nurhadi-k4v9f","Setuju redenominasi..keren 👍👍","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"4"
"@Muhammad_Jakfar","Di pin bang","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"0"
"@KenziArka-z5r","Mo nanya kalo seribu jadi 1 kalau 500 perak gmna bre","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"2"
"@endahsutjiati7417","Mau lihat gambar 8 tuntutan bennix di mana ya ?.","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@Afkarfal","Hajar pak,,, cocok","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@AlvianMatselow","Ini lah sa'at Indonesia tidak bisa dipandang rendah lu jiran malaydesh buke mate besau besau kalau lihat uang Rupiah Indonesia❤🇮🇩 💪🌠Indonesia🇮🇩","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"1"
"@GaharamotorAmbon","Berati kalo sudah Terselesaikan betarary semua uang lama di musnakan yah","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@hudi_official_5122","Wah.. bekal keren banget tu bang.....😁👌👍👍👍🙏☕","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@sukmajaya7074","Setuju laksanakan segera, 🎉","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@onnobesd324","Ga perlu PETISI","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@onnobesd324","TANPA REDENOMINASI, ada cara lain yg simple, ga pakai duit/jauh lebih murah, efektif, ga lama sehari selesai, anggap aja seminggu, dan ga bikin risiko inflasi dan masalah ekonomi lainnya... TANPA MENGURANGI MAKSUD DAN TUJUAN YANG LUHUR SEBELUM NYA","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@HANGTUHMLHCAN","Maklum aja orang kita itu bukan bodoh tapi tolol begok nak mampus sokbyau pulak  yg komentar orang tak sekolah  bodoh di plihara, sok pinta menyefih kan","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@salmafashionx","kalau aku sudah berfikir redominasi  pada saat pemerintah mencetak pecahan uang 100,000 dan 50.000, kalau nggak salah sekitar ahir tahun 1997 sampai awal 1998 :face-blue-smiling:","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@onnobesd324","GA PERLU REDENOMINASI... ITU SALAH KAPRAH... 
GA PERLU BANGET

Bukan Menteri Purbaya salah atau jelek... 
Saya TETAP BILANG PAK PURBAYA TETAP TERBAIK DAN ASSET BANGSA

tapi cara redenominasi itu SANGAT GAK PERLU
Itu BUANG ENERGI DAN BUANG DUIT DAN GAK ADA MANFAAT NYA","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@onnobesd324","Menurutku redenominasi GAK PENTING","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@sandisaputra3000","setuju banget bang bila perlu secepatnya. kami rakyat indonesia 100% mendukung kemajuan ekonomi indonesia tercinta","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@SunyariSun","Aku setuju jika indonesia mengadakan redenominasi","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@sandisaputra3000","saya pernah cekin di bandara change singapura ngga sengaja koinan 1000 saya jatuh di belakang antrean cekin, itu koinan kembalian belanja sewaktu masih di indo. masih nyempil dalam dompet 😂. sampai semua orang pada ngliatin gara gara bunyi nyaring koin saya yg jatuh.","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@RistyYulianty-e5t4z","Link nya ribet cok","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@bonjolgaming","Gua sebagai orang jawa asli udah gak kaget dengan nomil uang di jawa orang"" udah tau kalau seriubu itu satu juta dang 500rb adalah 500 kalau gak percaya tanya sama blantik"" sapi asli jawa","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@honesty3810","Itu cuma ngganti fisik uangnya  dan mengubah menyebutnya, dari mana itu merugikan atau menguntungkan bagi pihak tertentu?? Klo salah tulis itu bukan subtansi, klo efisiensi itu hanya dampak positif sampingan tetapi juga bukan subtansi, klo pertumbuhan ekonomi jelas itu salah, nggak ada hubungannya. Yang berdampak langsung hanya secara psikis saja, misalnya tadinya 1 USD = 16.000 menjadi 16, seakan nilai meningkat 1000 kali tetapi sesungguhnya tidak.. 
Satu hal yang membuat pusing bagi mereka yg menyimpan uang besar (milyaran trilunan) dalam bentuk fisik yang. Saat akan ditukarkan dengan uang baru, apapun caranya, tentu akan ada pertanggungjawaban dari mana duit tsb..","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@widopanggih8316","Indonesia KPU salah input","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@ffwindaaa0456","Mas bennix lucu deh kalo botak 😁🙏😋😂","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@thefreedom9973","Oh, harus itu. Harus redenominasi secepatnya.","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@Rudi-tg1vs","Mantap teruskan edukasinya untuk redonominasi👍","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@agungsugriwa4970","auto uang hasil korupsi pada nongol.. 
cerdas pak purbaya","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@bengkeldepok","kurang kerjaan Menurut saya .","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@keandrachannel0669","Dulu berangan-angan nilai rupiah setara dengan negara-negara luar, dan kali ini akan segera terwujud.. 
Mimpi gak sih ini 😃","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@BudiArto-x2s","Setuju❤❤❤","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@BudiArto-x2s","Setuju","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@HAMURA2005","Dan setelah nonton penjelasan ini para koruptorpun langsung taroh duitnya ke bank atau dibeliin ke rumah atau emas dan di jual nanti pas sudah redenominasi yang penting duit nya masih bisa di pake kalau nanti beneran redenominasi😂","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"1"
"@Hazil-n7l","Redominasi bisa dilakukan uang lama bisa di gunakan uang Rp 1000 tak perlu dicetak uang nol nya dicoret degan spidol selum cetak baru contoh Rp 50.000 coret nol 3 jadi Rp50,","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@GameGes-q6g","Mantab","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@Adip977","15:50 taun kemarin ada yang pake voucher belanja Indomaret bang😂","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@victorcorext9622","Aq sevagai pekerja luar negri  sangat mendukung adanya redenominasi rupiah, biar gak malu2in  bank note  kita  kebanyakan nol","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@jokominggat2698","Tolol banyak omong tp gak ada isi,,malah bikin ribet rakyat kecil…harus hpalin mata uang lg..belum lg untuk urusan jual beli yg harganya dibawa seribuan gimane urusanye","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@anggalesmana7001","Mohon maaf,saya orang awam bagaimana untuk masyarakat pedesaan ?
Yang masih memakai pecahan 500,200,100 ? Apakah langsung ilang ? Atau ada pecahan 0.5,,0.2,,0.1 ?
Karena di pedesaan terutama desa saya masih banyak digunakan untuk transaksi,,
Kan sangat membingungkan kalo harga barang 500 sedangkan pembeli bayar pake 1 rupiah ?
Jadi kembali 499 rupiah waduh,bisa bingung Mbahkung, Mbah uti,pakdhe budhe didesa saya","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@dennur8169","Misal Pertamax harga Rp 13.100 menjadi Rp 13,1 gitu?","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","1","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@marcelinomarsel3041","Btul bang saya sngt setuju.karna dengn cara itu .untuk menghancurkan koruptor yg snngt efektiv","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@ArsipArsiip-lm4fp","Setuju banget","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@ahken6549","Iya betul koroptor yg suka memperkaya diri biar bengkrap menangis","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@Sunaryocitos","Sangat se7","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@ekoprihantoro882","Koruptor panik karena hasil korupsi harus ditukar . Purbaya hebat","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","comment",,"0"
"@KenziArka-z5r","Mo nanya kalo seribu jadi 1 kalau 500 perak gmna bre","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"1"
"@braderjunot","Hai ben.. Gw suka elu antusias banget buat reaction rencana Purbaya bikin Redenominasi. Dan disini elu juga sebut  ekonom ""bod0h"" yg bilang bakal ada inflasi bla.. bla.. . .. Tapi gw pernah lho tanya ke salah satu konten kreator investasi namanya ""Akela"" Atau Akela trading klo ga salah.  Aku minta komentarnya dia soal redenominasi rupiah dan dia jawab ""buat apa? 
Toh itu tdk merubah apa2, tdk membawa manfaat buat ekonomi, tidak ada urgensinya, malah ada resiko kekacauan jika tdk dilakukan sosialisasi dg benar ke masyarakat.. ""  

Gmn nih ben.. ?? 😢😢","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"1"
"@IrmanMSaleh","​ @KenziArka-z5r 0,5 bang","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"0"
"@IrmanMSaleh","​ @HollySmoke-r5x tukar ke Bank","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"1"
"@KenziArka-z5r","​ @IrmanMSaleh kalo 100 perak","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"0"
"@muhammadriduwan5827","mampus tuh koruptor🤣🤣🤣","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"0"
"@twinflowers9977","​ @sambak_ki maaf bang..kalau ikut donasi gitu 50rb nih contohnya,aman gk sih mbanking kita..jujur sya takut.","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"0"
"@OgieNugraha","Dukung ..soal nya sudah kurs mata uang kita kecil banyak 0 nya pula 😊.. 1 Rp sebaik nya pake uang koin saja tidak usah pake uang kertas lagi","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"8"
"@pejantantangguh582","​ @KenziArka-z5r 
Rp 1.000 = Rp 1 = 100 sen
Rp 500 = Rp 0.5 = 50 sen
Rp 100 = Rp 0.1 = 10 sen
Rp 50 = Rp 0.05 = 5 sen","6358","https://youtu.be/GRA-0D9PojY?si=RNrPNibbLbVH9BRT","0","REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1, Ribuan Triliun Akan Kembali ke Negara!","reply",,"0"
